method,c_R,operational_loss,L_fraud,reviewer_actions
L2D-Standard,0.0025763395134060416,1095.9513834151237,1086.607,3627
L2D-Standard,0.0025830838576819735,1095.9758451518126,1086.607,3627
L2D-Standard,0.002589828201957906,1096.0003068885012,1086.607,3627
L2D-Standard,0.002596572546233838,1096.02476862519,1086.607,3627
L2D-Standard,0.0026033168905097697,1096.049230361879,1086.607,3627
L2D-Standard,0.0026100612347857016,1096.0736920985678,1086.607,3627
L2D-Standard,0.002616805579061634,1096.0981538352564,1086.607,3627
L2D-Standard,0.002623549923337566,1096.1226155719453,1086.607,3627
L2D-Standard,0.002630294267613498,1096.1470773086342,1086.607,3627
L2D-Standard,0.00263703861188943,1096.171539045323,1086.607,3627
L2D-Standard,0.002643782956165362,1096.1960007820117,1086.607,3627
L2D-Standard,0.002650527300441294,1096.2204625187005,1086.607,3627
L2D-Standard,0.0026572716447172263,1096.2449242553894,1086.607,3627
L2D-Standard,0.0026640159889931582,1096.2693859920782,1086.607,3627
L2D-Standard,0.00267076033326909,1096.2938477287669,1086.607,3627
L2D-Standard,0.002677504677545022,1096.3183094654557,1086.607,3627
L2D-Standard,0.0026842490218209544,1096.3427712021446,1086.607,3627
L2D-Standard,0.0026909933660968863,1096.3672329388335,1086.607,3627
